precio,m2,dormitorios,banos,estacionamiento,enlace
650000,82,3,2,1,https://casas.mitula.cl/adform/24301-256-7c96-8b149a882f4a-a555-19be470-d043?page=1&pos=1&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
700000,69,2,2,0,https://casas.mitula.cl/adform/24301-256-7cb1-8359348a9dd4-983b-19c23b3-bc34?page=5&pos=15&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
550000,60,3,1,0,https://casas.mitula.cl/adform/24301-256-7cb4-72c854df02f6-b560-19cdb36-3ad8?page=16&pos=7&t_sec=1&t_pvid=ce484b53-61c1-491e-9939-9b737527fe67&hd=false
500000,36,2,1,1,https://casas.mitula.cl/adform/24301-256-7cd9-abadb8f2a535-b28e-19c88d0-63ab?page=11&pos=27&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
450000,45,2,1,1,https://casas.mitula.cl/adform/24301-256-7cdc-c590cdd0ef55-9817-19db4ac-603e?page=15&pos=9&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
650000,75,2,2,1,https://casas.mitula.cl/adform/24301-256-7d13-e58208f10df5-9651-19ddb46-1634?page=12&pos=15&t_sec=1&t_pvid=9de5cc26-ee18-428d-9b00-b1b2d8188f1e&hd=false
420000,58,3,1,1,https://casas.mitula.cl/adform/24301-256-7d16-fd561354440b-bf9c-19bdb9e-3e06?page=14&pos=28&t_sec=1&t_pvid=337f6768-d109-45b0-8694-92d38de5ef96&hd=false
480000,60,3,2,1,https://casas.mitula.cl/adform/24301-256-7d25-1c22dcb06f1b-ba3b-19b8d4c-5f00?page=2&pos=0&t_sec=1&t_pvid=e02a8ce9-5325-4d77-8de1-7f42945da528&hd=false
450000,60,3,1,1,https://casas.mitula.cl/adform/24301-256-7d27-c9820ded3bcd-afc0-19c2f66-e083?page=13&pos=9&t_sec=1&t_pvid=5814020f-729b-4e8b-adb1-9a87e70d6d8e&hd=false
450000,56,3,1,0,https://casas.mitula.cl/adform/24301-256-7d2b-c46748b98daa-8707-19becdc-970f?page=5&pos=20&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
500000,55,2,2,0,https://casas.mitula.cl/adform/24301-256-7d34-8b7f7b843fd3-87cf-19c193c-9f9?page=3&pos=24&t_sec=1&t_pvid=fca5eec1-8dac-4aef-b40b-b0bc37e1cf1c&hd=false
800000,68,2,2,0,https://casas.mitula.cl/adform/24301-256-7d39-339622f07fd-89ef-19dd97e-1b45?page=4&pos=1&t_sec=1&t_pvid=3ccd29be-7f57-462b-99a8-66ed9b57e208&hd=false
450000,58,3,1,0,https://casas.mitula.cl/adform/24301-256-7d54-1f5bb27ccad0-a1d9-19c1caa-dcd9?page=3&pos=29&t_sec=1&t_pvid=fca5eec1-8dac-4aef-b40b-b0bc37e1cf1c&hd=false
580000,60,2,2,1,https://casas.mitula.cl/adform/24301-256-7d70-a29cb0c2cb52-8519-19c6d40-ba78?page=10&pos=25&t_sec=1&t_pvid=af630042-f96a-46bd-b0a6-777dc8d00cb7&hd=false
100000,55,2,2,0,https://casas.mitula.cl/adform/24301-256-7d9b-c12f71a930a6-9f6c-19b2fc6-51be?page=4&pos=11&t_sec=1&t_pvid=3ccd29be-7f57-462b-99a8-66ed9b57e208&hd=false
750000,70,2,2,0,https://casas.mitula.cl/adform/24301-256-7da0-3666489cf7de-84d6-19d97d2-2928?page=5&pos=29&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
470000,40,1,1,0,https://casas.mitula.cl/adform/24301-256-7da3-143c09ac07-869d-19dde97-9b68?page=16&pos=28&t_sec=1&t_pvid=ce484b53-61c1-491e-9939-9b737527fe67&hd=false
100000,76,2,2,0,https://casas.mitula.cl/adform/24301-256-7dab-68f24631ce18-b39b-19a49bf-cf66?page=4&pos=0&t_sec=1&t_pvid=3ccd29be-7f57-462b-99a8-66ed9b57e208&hd=false
500000,60,2,1,1,https://casas.mitula.cl/adform/24301-256-7db4-b993b94c8fb8-9a48-19d7417-33b1?page=14&pos=9&t_sec=1&t_pvid=337f6768-d109-45b0-8694-92d38de5ef96&hd=false
550000,68,2,2,1,https://casas.mitula.cl/adform/24301-256-7dc3-9e884f258bbf-bd91-19cee02-7a61?page=9&pos=22&t_sec=1&t_pvid=420b1895-d5dd-4650-8d07-6eda32953489&hd=false
400000,55,1,1,1,https://casas.mitula.cl/adform/24301-256-7dc6-b05c823771f7-a198-1963625-2aed?page=14&pos=13&t_sec=1&t_pvid=337f6768-d109-45b0-8694-92d38de5ef96&hd=false
500000,46,2,1,0,https://casas.mitula.cl/adform/24301-256-7dd0-60eb3dfbbd0-bdd5-19ce585-9189?page=5&pos=21&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
650000,64,3,2,1,https://casas.mitula.cl/adform/24301-256-7ddd-410808584a07-8c16-19dd6dd-6e5a?page=13&pos=3&t_sec=1&t_pvid=5814020f-729b-4e8b-adb1-9a87e70d6d8e&hd=false
680000,80,3,2,0,https://casas.mitula.cl/adform/24301-256-7e06-a408d787a01d-921a-19d9ee7-f2ce?page=3&pos=26&t_sec=1&t_pvid=fca5eec1-8dac-4aef-b40b-b0bc37e1cf1c&hd=false
750000,68,2,2,1,https://casas.mitula.cl/adform/24301-256-7e10-e57ba6243018-b13f-19b9ad8-c45d?page=15&pos=26&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
800000,95,3,2,1,https://casas.mitula.cl/adform/24301-256-7e1c-9e83349044eb-a4c3-19c51e2-4736?page=1&pos=16&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
570000,64,2,2,0,https://casas.mitula.cl/adform/24301-256-7e22-bf196785fee8-8e15-19ceaa9-8f65?page=16&pos=8&t_sec=1&t_pvid=ce484b53-61c1-491e-9939-9b737527fe67&hd=false
600000,62,2,2,0,https://casas.mitula.cl/adform/24301-256-7e25-b4d050347ef7-9a2c-19d2c89-55e0?page=9&pos=1&t_sec=1&t_pvid=420b1895-d5dd-4650-8d07-6eda32953489&hd=false
360000,55,3,1,0,https://casas.mitula.cl/adform/24301-256-7e2c-f1f24efe41ed-ac15-19c9118-82db?page=5&pos=25&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
600000,54,2,2,1,https://casas.mitula.cl/adform/24301-256-7e2e-499228c85cd6-b4c1-19bf034-dd49?page=10&pos=24&t_sec=1&t_pvid=af630042-f96a-46bd-b0a6-777dc8d00cb7&hd=false
650000,70,2,2,0,https://casas.mitula.cl/adform/24301-256-7e32-307a9f16196e-aa26-19c70dd-1aee?page=8&pos=6&t_sec=1&t_pvid=6580b1e5-e95e-4bbc-ad22-41128c931115&hd=false
700000,66,2,2,1,https://casas.mitula.cl/adform/24301-256-7e36-a18aa757bf32-9f3a-19d3d0f-1ae2?page=1&pos=17&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
550000,66,1,1,1,https://casas.mitula.cl/adform/24301-256-7e4b-b213ad429401-a0f4-19ddde2-291b?page=11&pos=16&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
1000000,142,3,2,1,https://casas.mitula.cl/adform/24301-256-7e4f-e2ea232f7e24-94d2-19ddddf-821c?page=10&pos=8&t_sec=1&t_pvid=af630042-f96a-46bd-b0a6-777dc8d00cb7&hd=false
865000,94,3,2,1,https://casas.mitula.cl/adform/24301-256-7e53-cad6b1905643-9ae2-19c51e2-3fba?page=1&pos=4&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
1000000,135,3,2,0,https://casas.mitula.cl/adform/24301-256-7e5b-9a00262ccb26-b8f8-19c1ac2-b82c?page=5&pos=12&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
400000,54,2,2,0,https://casas.mitula.cl/adform/24301-256-7e5e-6784ac9b3410-bd10-19d0634-e528?page=6&pos=4&t_sec=1&t_pvid=d8b8cd06-36f6-4b7d-84d6-73b27ecd1dba&hd=false
750000,100,3,2,1,https://casas.mitula.cl/adform/24301-256-7e79-360be8c53bfb-b05c-19cdced-fc30?page=1&pos=13&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
450000,55,2,1,1,https://casas.mitula.cl/adform/24301-256-7e85-634e740629d3-9531-19da779-d9ba?page=12&pos=13&t_sec=1&t_pvid=9de5cc26-ee18-428d-9b00-b1b2d8188f1e&hd=false
550000,52,2,1,1,https://casas.mitula.cl/adform/24301-256-7e8e-571d826b6965-a91d-19d92d2-fb3a?page=7&pos=29&t_sec=1&t_pvid=e9614c1f-ff92-456a-9bbc-28e7451fcb9a&hd=false
500000,74,2,1,0,https://casas.mitula.cl/adform/24301-256-7e92-2282bb93525c-a564-19ccd7c-c0d1?page=9&pos=6&t_sec=1&t_pvid=420b1895-d5dd-4650-8d07-6eda32953489&hd=false
330000,29,1,1,1,https://casas.mitula.cl/adform/24301-256-7ec6-c75ce973b13d-996d-19d538d-b501?page=14&pos=17&t_sec=1&t_pvid=337f6768-d109-45b0-8694-92d38de5ef96&hd=false
950000,95,3,2,1,https://casas.mitula.cl/adform/24301-256-7ecb-c7283b4d1814-b3a9-19d4b6f-46f6?page=11&pos=17&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
580000,32,1,1,0,https://casas.mitula.cl/adform/24301-256-7ecc-bf619fc1d398-af5e-19dd405-4e0a?page=17&pos=7&t_sec=1&t_pvid=ae3fb8b3-99b4-483d-9d8c-1e3f66935507&hd=false
550000,50,2,2,1,https://casas.mitula.cl/adform/24301-256-7ed5-91a2b5b4ec0-b701-19cc063-9cca?page=11&pos=22&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
110000,58,2,2,1,https://casas.mitula.cl/adform/24301-256-7ee0-7c349421ab2f-9484-19735ef-ed72?page=8&pos=11&t_sec=1&t_pvid=6580b1e5-e95e-4bbc-ad22-41128c931115&hd=false
650000,68,2,2,0,https://casas.mitula.cl/adform/24301-256-7eed-dbce8d02e3a3-c0fd-19c6e01-144f?page=15&pos=25&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
660000,79,3,2,0,https://casas.mitula.cl/adform/24301-256-7ef2-8ca980dc4e88-abda-19d7797-97ad?page=16&pos=24&t_sec=1&t_pvid=ce484b53-61c1-491e-9939-9b737527fe67&hd=false
600000,82,3,2,1,https://casas.mitula.cl/adform/24301-256-7ef3-7c60533411b6-814a-199731a-5fb8?page=1&pos=0&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
650000,67,2,1,1,https://casas.mitula.cl/adform/24301-256-7ef4-859d912f7e13-8375-19cbb3d-fad8?page=15&pos=23&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
580000,64,3,2,1,https://casas.mitula.cl/adform/24301-256-7f04-b07780d4414e-bfde-19dd432-44a7?page=12&pos=17&t_sec=1&t_pvid=9de5cc26-ee18-428d-9b00-b1b2d8188f1e&hd=false
580000,88,3,2,1,https://casas.mitula.cl/adform/24301-256-7f11-e7559b124001-b321-19cd7e3-31d1?page=14&pos=16&t_sec=1&t_pvid=337f6768-d109-45b0-8694-92d38de5ef96&hd=false
1450000,133,3,2,1,https://casas.mitula.cl/adform/24301-256-7f13-a632040f0750-8c86-19ddde5-64a5?page=15&pos=8&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
390000,46,1,1,0,https://casas.mitula.cl/adform/24301-256-7f18-d2b87b48eca1-9484-19d4248-26fb?page=17&pos=11&t_sec=1&t_pvid=ae3fb8b3-99b4-483d-9d8c-1e3f66935507&hd=false
550000,60,2,2,0,https://casas.mitula.cl/adform/24301-256-7f23-c447c8dc629d-8b7f-19c193c-16e?page=3&pos=23&t_sec=1&t_pvid=fca5eec1-8dac-4aef-b40b-b0bc37e1cf1c&hd=false
100000,62,2,2,0,https://casas.mitula.cl/adform/24301-256-7f2c-a4ef3e4f7fb7-af64-199c901-258c?page=4&pos=17&t_sec=1&t_pvid=3ccd29be-7f57-462b-99a8-66ed9b57e208&hd=false
1000000,110,4,3,1,https://casas.mitula.cl/adform/24301-256-7f42-ffd48e53d6b-a449-19d2762-5f18?page=11&pos=19&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
700000,60,2,2,1,https://casas.mitula.cl/adform/24301-256-7f57-75f4aca168e3-b74f-19d2a2d-64e6?page=1&pos=3&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
1000000,110,3,2,1,https://casas.mitula.cl/adform/24301-256-7f69-6979aa85c29c-a727-19d58ba-dad1?page=8&pos=9&t_sec=1&t_pvid=6580b1e5-e95e-4bbc-ad22-41128c931115&hd=false
650000,79,2,2,0,https://casas.mitula.cl/adform/24301-256-7f6a-74f583d03f87-87e4-19ddde2-7860?page=6&pos=10&t_sec=1&t_pvid=d8b8cd06-36f6-4b7d-84d6-73b27ecd1dba&hd=false
500000,55,3,1,0,https://casas.mitula.cl/adform/24301-256-7f6d-68b56e6fa7f6-900c-19d4e64-f3f1?page=17&pos=20&t_sec=1&t_pvid=ae3fb8b3-99b4-483d-9d8c-1e3f66935507&hd=false
650000,64,2,2,0,https://casas.mitula.cl/adform/24301-256-7f79-6d21edcf427-a760-19dcc2d-9e14?page=5&pos=19&t_sec=1&t_pvid=bf6ce94d-1cd4-4b7e-af62-9d7888853053&hd=false
800000,94,3,2,0,https://casas.mitula.cl/adform/24301-256-7f83-d0df5e57c9d5-8e60-19d36d5-9080?page=8&pos=29&t_sec=1&t_pvid=6580b1e5-e95e-4bbc-ad22-41128c931115&hd=false
450000,52,2,2,1,https://casas.mitula.cl/adform/24301-256-7f87-fe0dd2bb7418-b399-19c7b3e-44ae?page=8&pos=5&t_sec=1&t_pvid=6580b1e5-e95e-4bbc-ad22-41128c931115&hd=false
550000,46,3,1,1,https://casas.mitula.cl/adform/24301-256-7f99-4c5590a342b7-b29f-19d4235-7d8b?page=1&pos=7&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
450000,47,2,1,1,https://casas.mitula.cl/adform/24301-256-7f99-bed2114f35cc-93ee-19c331a-dfc6?page=10&pos=27&t_sec=1&t_pvid=af630042-f96a-46bd-b0a6-777dc8d00cb7&hd=false
500000,56,3,1,1,https://casas.mitula.cl/adform/24301-256-7fb2-8b8981ff6d15-bd7f-19de569-8812?page=11&pos=3&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
480000,55,3,1,1,https://casas.mitula.cl/adform/24301-256-7fb3-b9d583b1fe20-ac6a-19d967f-fc2a?page=8&pos=4&t_sec=1&t_pvid=6580b1e5-e95e-4bbc-ad22-41128c931115&hd=false
560000,49,2,2,0,https://casas.mitula.cl/adform/24301-256-7fcd-d8417917398-8941-19d2763-bd8?page=16&pos=14&t_sec=1&t_pvid=ce484b53-61c1-491e-9939-9b737527fe67&hd=false
500000,56,3,1,1,https://casas.mitula.cl/adform/24301-256-7fd2-6dd5dd269846-9ec2-19d9eff-12f?page=14&pos=2&t_sec=1&t_pvid=337f6768-d109-45b0-8694-92d38de5ef96&hd=false
490000,41,1,1,0,https://casas.mitula.cl/adform/24301-256-7fd4-69472c0be30a-9a04-19d4648-c7eb?page=15&pos=29&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
580000,73,3,2,1,https://casas.mitula.cl/adform/24301-256-7fe4-3b21e9e7c2cf-b919-19de0c7-935?page=15&pos=27&t_sec=1&t_pvid=c4c81812-32c7-4ee1-a9f8-7a32717e1092&hd=false
850000,100,2,2,1,https://casas.mitula.cl/adform/24301-256-7fe7-bdf979a94083-b671-19d6903-4d26?page=11&pos=14&t_sec=1&t_pvid=f9d0735c-42cf-4c30-9bca-32b51ce076b7&hd=false
930000,72,2,2,0,https://casas.mitula.cl/adform/24301-256-7feb-26e66e2c771e-838a-19d42ab-19d8?page=13&pos=18&t_sec=1&t_pvid=5814020f-729b-4e8b-adb1-9a87e70d6d8e&hd=false
650000,64,2,2,1,https://casas.mitula.cl/adform/24301-256-7fef-3220007fcb7a-836d-19c51e2-2a88?page=1&pos=11&t_sec=1&t_pvid=521187bd-ff52-4d42-896b-df1805fb0df6&hd=false
500000,58,2,1,1,https://casas.mitula.cl/adform/24301-256-800e-e707d3133fe9-99e2-19cb900-9910?page=12&pos=20&t_sec=1&t_pvid=9de5cc26-ee18-428d-9b00-b1b2d8188f1e&hd=false
420000,45,3,1,0,https://casas.mitula.cl/adform/24301-256-8013-ec755803c33b-87ff-19b9503-146c?page=16&pos=25&t_sec=1&t_pvid=ce484b53-61c1-491e-9939-9b737527fe67&hd=false
120000,100,3,2,0,https://casas.mitula.cl/adform/24301-256-802f-4a54da6719c1-a509-19b3f39-66f3?page=4&pos=10&t_sec=1&t_pvid=3ccd29be-7f57-462b-99a8-66ed9b57e208&hd=false
650000,60,1,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/a-pasos-de-av-del-mar-ano-corrido-156644/114826023
780000,105,4,3,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/acceso-a-dario-salas/112344657
440000,57,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/almirante-latorre-con-ignacio-serrano/36383883
600000,62,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/amoblado-y-ano-corrido-3d-147629/110491538
750000,80,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/ano-corrido-amoblado-marina-horizonte-3d-148051/110739863
580000,65,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/ano-corrido-coquimbo-152812/112746728
360000,27,1,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/ano-corrido-o-marzo-diciembre-150943/111920342
450000,55,2,2,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/antes-de-la-interseccion-camino-a-huachalalume-y-camino-a-san-ramon/100384261
595000,63,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arrienda-dpto-amoblado-ano-corrido-85285/76236384
500000,53,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-a-metros-de-la-playa-penuelas-151961/112415859
530000,50,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-amoblado-ano-corrido-530-000-ggcc-161153/117143447
350000,40,1,1,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-amoblado-departamento-86921/77138258
650000,60,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-ano-corrido-3del-llano-coquimbo-120625/95501311
450000,57,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-ano-corrido-dpto-en-alto-hacienda-151410/112330917
450000,57,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-ano-corrido-dpto-en-alto-hacienda-157879/115504471
480000,60,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-dpto-ano-corrido-la-herradura-153869/113270711
380000,50,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-en-coquimbo-150001/111514085
1500000,155,4,3,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-hermoso-penthouse-a-pasos-de-av-mar-147450/110408473
1500000,155,4,3,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-hermoso-penthouse-a-pasos-de-av-mar-148150/110840678
440000,47,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/arriendo-para-estudiantes-145394/109251809
600000,70,3,2,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/atras-del-casino-enjoy/84874744
600000,58,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-central-5000/107918300
1200000,90,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-costanera-3400/113370034
500000,56,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-la-marina-1202/113370066
750000,75,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-los-pescadores-5341/116952908
420000,46,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-pacifico-3815/106341414
370000,36,1,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-videla-810/77787935
400000,45,1,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/av-videla-875/114833685
1000000,130,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avda-costanera-costa-mansa-ii-coquimbo-la-serena/110411929
630000,57,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avda-los-pescadores-5281/111417485
720000,67,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-costanera-5425/116610149
550000,64,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-costanera/110610106
390000,50,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-el-sauce/112344880
470000,58,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-el-sauce/115093479
415000,60,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-el-sauce/80954516
550000,58,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-los-pescadores-5121/114140755
490000,60,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-los-pescadores/110927001
500000,55,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-los-pescadores/112440374
470000,45,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-los-pescadores/116917900
600000,70,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-los-pescadores/84643060
490000,67,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-rene-schneider/113146813
380000,25,1,1,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-varela/93667471
470000,50,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/avenida-waldo-alcalde/116388820
500000,45,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/baldomero-orrego/110843922
550000,60,3,1,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/baquedano-404-coquimbo/109740361
470000,56,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/bosque-san-carlos/98345051
500000,48,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/calle-ambrosio-o-higgins/110927712
500000,48,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/calle-ambrosio-o-higgins/115093454
600000,71,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-alto-hacienda/75980353
550000,65,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-bahia-horizonte/112171031
750000,68,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-brisamar/116810896
500000,72,2,2,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-costa-de-elqui/115997419
600000,86,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-costamar/115687135
695000,85,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-marina-horizonte-2/97280127
430000,55,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-marina-sol-2/115891167
550000,60,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-mirador-de-los-clarines/112150639
400000,53,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-paseo-san-carlos-ii/115997465
400000,52,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/condominio-senderos-santa-clara/109740336
500000,45,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/conectividad-y-confort-en-un-solo-lugar-154213/113361140
550000,76,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/conectividad-y-diseno-en-un-solo-lugar-160792/117125233
600000,55,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/costanera-con-penuelas/112060270
600000,85,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/dario-salas/79404108
460000,58,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/dep-grandes-piscinas-costa-la-herradura-94534/81213526
650000,61,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-amoblado-ano-corrido-coquimbo-151320/112086354
650000,65,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-amoblado-en-jardin-del-mar-151285/112074949
750000,78,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-cerca-de-todo-156901/114946427
450000,61,3,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-condominio-alto-hacienda-piso-10/108707303
420000,34,1,1,0,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-en-arriendo-127988/99493998
1350000,120,3,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-jardin-del-mar-marzo-a-diciembre-151202/112296030
650000,59,2,1,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/departamento-vista-al-mar-161225/117130538
600000,80,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/dp-2-d-est-amoblado-la-herradura-coq-123890/97250517
485000,56,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/dpto-amoblado-en-arriendo-en-terrazas-del-sol-67884/67406150
590000,72,2,2,1,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/coquimbo/departamento/dpto-en-la-serena-primera-linea-amoblado-149104/111184646
